"","row_labels","PC1","PC2","PC3","PC4","...1","Unnamed: 0","image_id","planting_date","genotype","treatment","pistil_area","pistil_circularity","bbox","segm","confidence","center_x","center_y","perimeter_intersect","possible_overlap","scan_position","scan_angle","plant_id","total_scans_for_sample","y_pos_all_overlapped","y_pos_all_overlapped_len_standardized","mask_id","year","plant"
"4720","mask_431_1",-0.49686719109371,2.86023264945707,0.798631970072494,1.51517340612421,431,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-10~0700000008.jpg","early_planting","gt1ra3B73","no_treatment","1522","0.798031184629806","[[328.06818   87.641556 361.34625  150.59267 ]]","{'size': [672, 1008], 'counts': b'g[g6?[d0>D7I6L3M2N3M2N3N1N2O10000001O000O2O1O001O1N2O1N2M4M3L3M5L4K5K8E^_X='}","0.9871317","344","552","FALSE","FALSE","7","8","154-10","8","4150","0.686177248677249","mask_431",21,"gt1ra3B73_154-10"
"4721","mask_431_12",-3.54487705372827,2.24608328108364,-0.227054465892537,0.750021670620826,431,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0100000008.jpg","early_planting","gt1ra3B73","no_treatment","1460","0.8312066322947544","[[447.1329      1.5777428 483.49695    56.99517  ]]","{'size': [672, 1008], 'counts': b'`PV9m0Pd08H5L3N1O2N1O2O000O100001O000O101O0Nb\\ObN^c0]14O001N101O1L4N2O1N2N3N1N3M4M2MZ`h:'}","0.92588836","465.0","643.5","False","False","01","08","266-5","08","1021.0","0.16881613756613756","mask_431",24,"gt1ra3B73_266-5"
"4722","mask_432_1",-1.72645033991868,0.554366730746939,1.48423657196054,-1.20607749641807,432,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-10~0700000008.jpg","early_planting","gt1ra3B73","no_treatment","1878","0.825763077769802","[[264.55264 237.11552 306.70056 301.53616]]","{'size': [672, 1008], 'counts': b'Tj^5=]d0=F7J4L3N2M203L2N3N3M2N0O2O001O0001O0000001O1O1O1O001O1O1O1O1O2M4L3M4L6J6I5M4H^]\\>'}","0.9860621","285.5","401.5","FALSE","FALSE","7","8","154-10","8","2946","0.487103174603175","mask_432",21,"gt1ra3B73_154-10"
"4723","mask_432_12",3.24219473611744,0.104403968132456,-0.400588246954875,1.15893312853585,432,9,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0100000008.jpg","early_planting","gt1ra3B73","no_treatment","1649","0.6314414557994525","[[425.13132   15.852843 459.59436   90.66885 ]]","{'size': [672, 1008], 'counts': b'dXh8a0[d09E:F9I7E:K4M3M3O1N1001O001O2N1O1O2N1O2N5K4L3M4K5L2M8I5I8Ho`Y;'}","0.88633084","441.5","619.5","False","False","01","08","266-5","08","973.0","0.16087962962962962","mask_432",24,"gt1ra3B73_266-5"
"4724","mask_433_1",2.39934745141972,3.30806927588026,1.38197912574329,-0.758199435288461,433,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-10~0700000008.jpg","early_planting","gt1ra3B73","no_treatment","2321","0.677806710625206","[[255.49945 121.31732 305.37354 199.35396]]","{'size': [672, 1008], 'counts': b'lSX5i0Ud05M2N2N2N2N2N2N4M2N2M3N3L4M1O1N2O000O100000O010O1O100O1O2N1O1O1O00003M2N2N2N3M2M5L4L2M3N6I?^OX_^>'}","0.98227936","279","512.5","FALSE","FALSE","7","8","154-10","8","3834","0.633928571428571","mask_433",21,"gt1ra3B73_154-10"
"4725","mask_433_12",0.265668332459676,-3.74634044242806,-1.1146000152368,-0.683340613511044,433,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0200000008.jpg","early_planting","gt1ra3B73","no_treatment","2752","0.7814494208749665","[[456.30173   25.621557 502.27594  110.39173 ]]","{'size': [672, 1008], 'counts': b'kX]9o0nc07I8I4L4M3L4L201N1N201N1O1O100O2O0O1O100O100O001O100O1001N101O2M2O1N3L3M4L3I8J6I8H<B_P\\:'}","0.9941797","480.0","602.5","False","False","02","08","266-5","08","1541.5","0.25479497354497355","mask_433",24,"gt1ra3B73_266-5"
"4726","mask_434_1",1.05470171264632,-1.8205174222654,1.41608305020593,-1.31106232769803,434,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-10~0700000008.jpg","early_planting","gt1ra3B73","no_treatment","1788","0.754491099973907","[[339.99023 361.0394  374.75052 436.15936]]","{'size': [672, 1008], 'counts': b']UP7a0Yd0?C;E8J3L3N3N1O1O1O100O100O1O100001O1O1O1O1O2M2O3M2M4L3N3K6K5I8Fbeo<'}","0.98014796","357","270","FALSE","FALSE","7","8","154-10","8","1894","0.313161375661376","mask_434",21,"gt1ra3B73_154-10"
"4727","mask_434_12",-2.70956969487196,-2.05133723537743,0.406462227531333,1.23327136866191,434,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0200000008.jpg","early_planting","gt1ra3B73","no_treatment","2165","0.856502410534633","[[516.6735  215.70029 560.3573  279.14038]]","{'size': [672, 1008], 'counts': b'c`c:h0Sd08J5L4L4L3M2O2N1O2O0O1O100O100O10000O1000000O0100000000O1000000O2O1N2N3L4K5J6J7J7H;BdhU9'}","0.9928576","538.0","424.0","False","False","02","08","266-5","08","1006.0","0.16633597883597884","mask_434",24,"gt1ra3B73_266-5"
"4728","mask_435_1",1.76014291466188,2.19116046038201,-0.471444389711556,-0.493777114873986,435,6,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-10~0700000008.jpg","early_planting","gt1ra3B73","no_treatment","1866","0.785195534951015","[[313.48953 200.84598 351.12476 267.3213 ]]","{'size': [672, 1008], 'counts': b'\\Y^6=^d0;D9H7K5K5L3L4M3M2O1O1O100001O001O1O001O002N1O1O2N2N1O2N1O1N3N2M3M3M7Hib_='}","0.973166","331.5","438","FALSE","FALSE","7","8","154-10","8","3238","0.535383597883598","mask_435",21,"gt1ra3B73_154-10"
"4729","mask_435_12",5.26165017461959,-3.83209632242105,-0.132287550653837,-0.733237380801635,435,6,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0200000008.jpg","early_planting","gt1ra3B73","no_treatment","2675","0.5185398657696304","[[544.7886  274.3324  584.3311  383.26434]]","{'size': [672, 1008], 'counts': b'boU;j0Sd07J5K5K4M2M4L3M3M3N1N3N1N2N2N2O1N2N2N2N2L4M3N2L4M3N2M3N2O0101O3RMc^OQ2\\b0J7G<D;D8F?[Obme8'}","0.9594079","564.0","342.5","False","False","02","08","266-5","08","761.5","0.12582671957671956","mask_435",24,"gt1ra3B73_266-5"
"4730","mask_436_1",-3.35927190539715,4.7102524959417,1.07277543861586,0.145274991974168,436,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-10~0700000008.jpg","early_planting","gt1ra3B73","no_treatment","1508","0.78719697459741","[[244.59903 245.90132 285.34204 304.28378]]","{'size': [672, 1008], 'counts': b'YfQ51ed0i0_O5L4M1N2O2N1O1O2O1N1O2N1O001O000010O00001O0000O0104L5K1O002M3N3L5L2M4L5GZkj>'}","0.967104","264.5","395.5","FALSE","FALSE","7","8","154-10","8","2898","0.479166666666667","mask_436",21,"gt1ra3B73_154-10"
"4731","mask_436_12",1.24067550275481,1.16395251976555,0.146334276291968,-0.126316239659444,436,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0200000008.jpg","early_planting","gt1ra3B73","no_treatment","1516","0.6053641201831195","[[573.1175  298.91766 604.95135 383.84137]]","{'size': [672, 1008], 'counts': b'SQi;c0[d04M4I5K5K5O1L3M3L4K5L4M3M3O1N20O010O0O2N2M4M3J6J5M4L5J6K7FTjX8'}","0.9318284","588.5","326.0","False","False","02","08","266-5","08","712.0","0.11772486772486772","mask_436",24,"gt1ra3B73_266-5"
"4732","mask_437_1",-1.32499791694143,-2.96242883322307,1.71647434694334,0.683699784300782,437,9,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-10~0700000008.jpg","early_planting","gt1ra3B73","no_treatment","1770","0.772909425878198","[[283.40314 130.78171 320.89865 196.39818]]","{'size': [672, 1008], 'counts': b'j`j5?]d08I7J3M3N1N5L1O2N;E4M0O1O100O1000000001O1O1O1O1O1O2M3N2M2O2M3N2N2M6J6I?]OeeR>'}","0.9670564","302","508","FALSE","FALSE","7","8","154-10","8","3798","0.62797619047619","mask_437",21,"gt1ra3B73_154-10"
"4733","mask_437_12",5.39674050702043,-0.462935916220835,1.83486295763644,-0.0388523663849886,437,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0200000008.jpg","early_planting","gt1ra3B73","no_treatment","2485","0.5987803555121545","[[523.09955  64.29585 562.37964 166.51343]]","{'size': [672, 1008], 'counts': b'`Zg:a0Wd0b0D:F7H8H6I6G8K5M2N3O0O100001O1O0bMj]OR2db0N1O1O1O1O2O0O2N2N1N4M2N1N3M3N3L4M4K6I9Hc0[O[aT9'}","0.89342535","542.0","552.5","False","False","02","08","266-5","08","1391.5","0.22999338624338625","mask_437",24,"gt1ra3B73_266-5"
"4734","mask_438_1",-2.7578134329562,-0.888451571085785,0.368455833500916,-0.42341264953486,438,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2543","0.823466712833613","[[225.1656  123.55064 289.00732 184.13138]]","{'size': [672, 1008], 'counts': b'\\Se45gd0:H6J5L3L5L2N3N1N2O2N1N101O1O010O1O1O00100O1O010O010O10O00100O00100O1O1O1O001O1O00001O1O00001O001N2O1O2N1N2O1O2M2N2O3L5K:Dieg>'}","0.9941408","257.5","518","FALSE","FALSE","0","8","154-2","9","518","0.0770833333333333","mask_438",21,"gt1ra3B73_154-2"
"4735","mask_438_12",4.45253661070864,2.72358855433262,0.0953074997195602,3.76100791004474,438,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0300000008.jpg","early_planting","gt1ra3B73","no_treatment","2336","0.6988320225636243","[[437.34976   76.541084 478.0712   159.13751 ]]","{'size': [672, 1008], 'counts': b'aao8h0Td08I6J4M4M3M2]OcN_]Oa1^b0dN\\]O_1cb0a0N2N1O010O01O1O1O2N3M2N001O1O001O00001N2O1N2N3N1N3M4M2M6I=BW[l:'}","0.9909662","457.0","553.0","False","False","03","08","266-5","08","1946.0","0.32175925925925924","mask_438",24,"gt1ra3B73_266-5"
"4736","mask_439_1",0.802008548619146,-2.97337681113987,-0.869944926623705,-0.443188837298152,439,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","1838","0.790315145513374","[[688.22473 185.08495 734.5493  247.81635]]","{'size': [672, 1008], 'counts': b'o[T>`0[d07M2O1M3M3N2M2O2N1N2N2N2N2O1N2O1O100O100O0010O10OO2O1O00100O1N20O01O1N2O1O0N3N3M3L6Jb0\\OeXd5'}","0.9932081","710.5","455","FALSE","FALSE","0","8","154-2","9","455","0.0677083333333333","mask_439",21,"gt1ra3B73_154-2"
"4737","mask_439_12",-1.62382783267352,-5.4923688090633,1.99298236569004,0.93871343424471,439,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0300000008.jpg","early_planting","gt1ra3B73","no_treatment","1542","0.7344816793086025","[[537.2975  288.9015  569.5241  357.89767]]","{'size': [672, 1008], 'counts': b'agP;6Ud0n0C6K4M3N1N20000O2N10000O100O1O100O1O1O10O01000O1O1O8G7H8_OdSQ9'}","0.9801987","551.5","346.5","False","False","03","08","266-5","08","1120.0","0.18518518518518517","mask_439",24,"gt1ra3B73_266-5"
"4738","mask_44_1",3.24283521932336,2.0583319717967,-0.849667468068173,1.06193428364205,44,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/defoliated/154-1~0200000008.jpg","early_planting","gt1ra3B73","defoliated","2579","0.73063844759059","[[407.3814   89.98637 452.3401  172.81598]]","{'size': [672, 1008], 'counts': b'_l[8l0Qd04J5M3N2N2M4M2N2M3N2N2N2N2N2O1N2N2O1N2O1O1O1O1O00100O1001O1N2N2O3L4L3M4K4L3M5J5K7I7I=_OQh\\;'}","0.9789812","429.5","539.5","FALSE","FALSE","2","8","154-1","9","1352.5","0.201190476190476","mask_44",21,"gt1ra3B73_154-1"
"4739","mask_44_12",3.30432973416544,-5.63977196288473,-1.76958182050869,-1.0629786547472,44,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1p/gt1P_261-1~0400000008.jpg","early_planting","gt1p","no_treatment","735","0.5887192234296283","[[409.04675    8.53744  434.152     61.930817]]","{'size': [672, 1008], 'counts': b'^S]89cd07K3M3M2N3M2N2N2O1N2O1O1O1N2O1O1O1O10N1^Oj\\OZOVc0b0f0N3Lheh;'}","0.94590694","421.5","636.0","False","False","04","08","261-1","09","2914.0","0.4336309523809524","mask_44",24,"gt1p_261-1"
"4740","mask_440_1",-2.50912095465715,1.56520552264419,1.6631903756276,-1.270665570971,440,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","1965","0.842939970045808","[[464.33173 353.62726 504.61777 416.33798]]","{'size': [672, 1008], 'counts': b'cUb9=_d0>D8G:G7J3L3N100O2O000000000000000001O000O101O1O00001O1N2O1N2N3M3M3M4K4M4JZ\\Z:'}","0.991886","484.5","287","FALSE","FALSE","0","8","154-2","9","287","0.0427083333333333","mask_440",21,"gt1ra3B73_154-2"
"4741","mask_440_12",4.09775013941847,-0.132288764471644,-2.40559190341612,-4.2323978918986,440,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0300000008.jpg","early_planting","gt1ra3B73","no_treatment","2093","0.7640260782573693","[[482.01422 280.09058 521.25665 360.27298]]","{'size': [672, 1008], 'counts': b'VYm9<Vd0f0D7J6K4M3L3N2N1O2N1O1O1O2N1O1O1O1O1001O5K2N1O1O1O1O1N2O1O001N3M2N3K7G:Eb0\\OnXo9'}","0.9787663","501.5","348.5","False","False","03","08","266-5","08","1128.0","0.1865079365079365","mask_440",24,"gt1ra3B73_266-5"
"4742","mask_441_1",-1.80394914664881,-1.57928217477698,-1.40437308271786,-0.314591755368955,441,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2167","0.850333457720693","[[590.02985 126.00524 632.7515  191.55264]]","{'size': [672, 1008], 'counts': b'dZS<;_d0g0^O3L3N3M4L2N2N2N2O0O2N10000O2N100O101O0O1000000O0100O101N1O1O2M3M2N3L4M3L5K5L4K7Hfcf7'}","0.9900129","610.5","514","FALSE","FALSE","0","8","154-2","9","514","0.0764880952380952","mask_441",21,"gt1ra3B73_154-2"
"4743","mask_441_12",0.0558757937958891,-2.84931348780451,0.185570916339888,-0.709645557200265,441,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0300000008.jpg","early_planting","gt1ra3B73","no_treatment","4677","0.7273178773238772","[[505.75745   83.229866 561.688    187.64339 ]]","{'size': [672, 1008], 'counts': b'oU\\:P1gc0`0C`0D5K6K2N3L2O1N3N1N2N2N2O1O1O100O100O001O1O1O00100000O1000000000001O10000O1N3L4N3M2O3M2M4L3M5K4L5K3M3M3L6IfVU9'}","0.975066","533.0","537.0","False","False","03","08","266-5","08","1882.0","0.31117724867724866","mask_441",24,"gt1ra3B73_266-5"
"4744","mask_442_1",-2.9000835072588,0.290063002937863,1.03912532396985,-4.50533784235104,442,4,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2458","0.842815917297227","[[381.57172 176.12083 433.11108 239.45265]]","{'size': [672, 1008], 'counts': b'Qlj7a0\\d06J6L3M2M3O2M3M2O1N3M2O2M2O2M2O1O1O1N2O01O0000001O0O2O001N1010O01O00010O1O1O1O3M1O1O1O2N1N4M7H9G9FUii;'}","0.9899407","406.5","465","FALSE","FALSE","0","8","154-2","9","465","0.0691964285714285","mask_442",21,"gt1ra3B73_154-2"
"4745","mask_442_12",-1.78060314199824,6.01725027986003,5.99040890348102,-6.38114778752295,442,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0300000008.jpg","early_planting","gt1ra3B73","no_treatment","2138","0.32596047105149706","[[411.384    70.24642 455.57956 168.63878]]","{'size': [672, 1008], 'counts': b'Yi_8S1Pc0P1K4L4N1N3N2O1O1N20_MR^On1bb0O001N101N1N2N4L3M5K1O2N2MC>L4M2O2O1;G5I3L4M3L3N4K4L2N7G5De][;'}","0.95487714","433.5","553.0","False","False","03","08","266-5","08","1946.0","0.32175925925925924","mask_442",24,"gt1ra3B73_266-5"
"4746","mask_443_1",-1.65960789380091,1.13665382017185,-1.48351357865114,2.56511305545125,443,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2166","0.848987158411773","[[661.4833  177.48639 705.4187  244.26321]]","{'size': [672, 1008], 'counts': b'[db=h0Ud09H6J5K4M2M3N1O1O1O100O1O1O100O1O10000O100000000001N101O0O2O0N3N1O3K3O2M4J5L5K6I:DlYW6'}","0.98887026","682.5","460","FALSE","FALSE","0","8","154-2","9","460","0.0684523809523809","mask_443",21,"gt1ra3B73_154-2"
"4747","mask_443_12",3.5703306880476,1.37437277026223,0.43816202524492,1.11953309773937,443,1,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0400000008.jpg","early_planting","gt1ra3B73","no_treatment","2398","0.6840811457974727","[[515.205   302.2429  555.72473 386.71405]]","{'size': [672, 1008], 'counts': b'onb:i0Rd09G7K4L4L4L4M2M3N2O1O1O2N1O1K5M3N2O1O10000O11O0O101O3M7I1N2M2N2N3M3J6I8D=[O\\dY9'}","0.9886972","534.5","327.0","False","False","04","08","266-5","08","1369.0","0.22635582010582012","mask_443",24,"gt1ra3B73_266-5"
"4748","mask_444_1",-3.16426513779451,-1.11229738920102,-1.65240654220245,-0.514742802314503,444,6,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2196","0.811845373278468","[[496.4665  356.43604 544.84094 420.61572]]","{'size': [672, 1008], 'counts': b'YaV:=]d0:J4L4L5K4K4M2N2N2N2O1N2O1O1O1O100O100O10000O10O010O100O1O1N2O1N2O1N2N3M2N2N3L3N3M2N3L5K5K9CdT`9'}","0.9888649","520","284","FALSE","FALSE","0","8","154-2","9","284","0.0422619047619047","mask_444",21,"gt1ra3B73_154-2"
"4749","mask_444_12",1.29360621811783,-2.97479895241333,3.84103126087266,-0.14944458810005,444,2,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0400000008.jpg","early_planting","gt1ra3B73","no_treatment","1660","0.6985126409532074","[[480.0377  156.34581 514.3487  229.16864]]","{'size': [672, 1008], 'counts': b'nUk9=_d0;G8G6L3L3M3M3L3N3L3N3N1O2N101N100000000001N=D3M2N2N3L3N2L4M4K7HndT:'}","0.9861122","496.0","478.5","False","False","04","08","266-5","08","2126.5","0.351521164021164","mask_444",24,"gt1ra3B73_266-5"
"4750","mask_445_1",-0.177963234335871,-1.01737065600279,-0.160843134860874,1.94625286255431,445,7,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2929","0.813168747917393","[[342.6395  443.53418 393.00275 529.6014 ]]","{'size': [672, 1008], 'counts': b'TlR7h0Pd0:J5K6I8H6M3N2N1O1O2O1N1O3N1N2O1O1O1O1O01O001O001O1O1O1N2O2M2O1O2M2O2M2O2M2N3N1N3M4L4M3L3M6J7HbSc<'}","0.9870646","368.5","183.5","FALSE","FALSE","0","8","154-2","9","183.5","0.0272321428571428","mask_445",21,"gt1ra3B73_154-2"
"4751","mask_445_12",-3.6559896465846,-0.473993717759365,1.27931458559296,-2.14432676539578,445,3,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0400000008.jpg","early_planting","gt1ra3B73","no_treatment","2282","0.8458639210086643","[[455.75116 350.6528  498.5739  420.38095]]","{'size': [672, 1008], 'counts': b'jc[9j0Sd06K4K5J5L4M3N2N2N1N3N2N1O2O1O00000000000000000000O100O1O1O1O2M2N3M3M3L4L4L5J6K5K7JaZ^:'}","0.98526025","476.5","286.0","False","False","04","08","266-5","08","1164.0","0.19246031746031747","mask_445",24,"gt1ra3B73_266-5"
"4752","mask_446_1",0.115337939570177,-2.95149366652784,-0.923667485787205,-0.409329179162466,446,8,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2041","0.808357827889747","[[665.4076    10.532975 708.85767   76.89793 ]]","{'size': [672, 1008], 'counts': b'cSe=23<Rd0?J5K5M3M3N1O1N2N3N1O1O1O1O1O1O100O1O100O1000O1000O10O001O1N2N2M3N3M3L4M4K6I6K6JY`U6'}","0.9852807","686","627.5","FALSE","FALSE","0","8","154-2","9","627.5","0.0933035714285714","mask_446",21,"gt1ra3B73_154-2"
"4753","mask_446_12",-1.58039897418072,0.500816757456191,1.76642562870853,-1.49620735370523,446,5,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0400000008.jpg","early_planting","gt1ra3B73","no_treatment","1548","0.8514117643957562","[[435.65427    4.648384 471.82953   64.96623 ]]","{'size': [672, 1008], 'counts': b'nTn88bd0?E7H5L5L2N3L3O1N1O2O0O1000000000000001O010O1O001O1O2N1N3N2M3L4M4K6HS\\P;'}","0.971413","453.0","635.5","False","False","04","08","266-5","08","2911.5","0.48131613756613756","mask_446",24,"gt1ra3B73_266-5"
"4754","mask_447_1",-1.85492008002795,0.610110378265847,-0.443381472073515,-0.669882789756446,447,9,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2078","0.858863548001134","[[614.8705  345.53687 659.03973 409.76303]]","{'size': [672, 1008], 'counts': b'icd<d0Ud0:I6L3N2M3N1O2M2O2N1O2N1O1O1O101O0O100O100O1000O10000O100O2M2N3M2N3L4M3M3N2M4L3L5K5IleT7'}","0.98283976","637","294.5","FALSE","FALSE","0","8","154-2","9","294.5","0.04375","mask_447",21,"gt1ra3B73_154-2"
"4755","mask_447_12",0.614689622108066,-0.416137041952799,-0.31110664575468,3.53380814738874,447,6,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0400000008.jpg","early_planting","gt1ra3B73","no_treatment","1282","0.7241460560896218","[[458.99652     1.4889665 489.73187    64.05028  ]]","{'size': [672, 1008], 'counts': b'Sm]9;bd04K8G9J4U\\OmNbc0[1K4O20OM3M3O1O10000000000001N2O1M3N2M4M2L5K6G9Fabd:'}","0.96788245","474.0","638.0","False","False","04","08","266-5","08","2924.0","0.4834656084656085","mask_447",24,"gt1ra3B73_266-5"
"4756","mask_448_1",-2.64372076213573,-0.65440657652027,1.71027666722918,0.821537507408192,448,10,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/data/maize_21UM_data/early_planting/gt1ra3B73/no_treatment/154-2~0000000008.jpg","early_planting","gt1ra3B73","no_treatment","2401","0.811591685943535","[[6.3683008e+02 5.4316860e-01 6.8040717e+02 7.2547104e+01]]","{'size': [672, 1008], 'counts': b'^RR=c0Ud0;G7I7L4K4M4M2M3N2O1O1N2O100O100000000000000000000000O101O0O1O2M3N3L3N3M3K5K6J7H>\\OZlg6'}","0.9801767","657.5","635","FALSE","FALSE","0","8","154-2","9","635","0.0944940476190476","mask_448",21,"gt1ra3B73_154-2"
"4757","mask_448_12",5.00748891534999,-0.36982148099052,-2.53565851911593,-3.80629396860049,448,0,"/work/pi_mbartlett_umass_edu/AmberDeNeve/grass_carpel_ml_quantification_final/experiments/maize_24UM/data/early_planting/gt1ra3B73/no_treatment/gt1ra3_266-5~0500000008.jpg","early_planting","gt1ra3B73","no_treatment","1814","0.7590453905581598","[[429.11877  29.98477 469.6133   96.80681]]","{'size': [672, 1008], 'counts': b'gWj8b0[d08H7K3M4K4M3M3L4K4L3N2O2O01O2N2N2N1O001O1O001O1O001O1N2O1O1O2N1N4M2M5K8G`0]OcYR;'}","0.99324566","448.5","608.0","False","False","05","08","266-5","08","3382.0","0.5591931216931217","mask_448",24,"gt1ra3B73_266-5"
